age,household_income,gender,store_location,typical_queue_wait_time,distance_to_store,percent_self_service_checkout_uses,children,fruit_and_veg_items,meat_items,cupboard_items,frozen_items,toiletries_items,other_items,has_loyalty_card,brand_loyalty,typical_visit_time,typical_shopping_mission,brings_own_bag,average_time_in_store,typical_payment_method,satisfaction,Customer_Comment
20,20899,Non-binary,Norwich,11.8,2.3,0.7,0,2,2,0,1,2,3,Yes,Medium,Morning,Top-up,No,44.3,,High,A good experience overall this afternoon doing some bits for dinner. the promotions were easy to understand. Would recommend based on today.
57,28839,Prefer not to say,Fakenham,9,1.1,0.37,0,3,2,7,8,2,4,Yes,Medium,Evening,Weekly shop,Yes,48.6,Cash,High,"I was happy with my visit this morning doing just a couple of items. the loyalty discounts worked smoothly. Overall, a solid experience."
31,29404,Female,Norwich,15,5,0.48,1,5,1,4,3,0,2,No,Medium,Morning,Top-up,Yes,46.4,Google Pay,Medium,
68,27601,Female,Fakenham,13.5,3.1,0.02,0,7,6,8,1,1,1,Yes,Medium,Morning,Weekly shop,No,56.8,Unknown,Medium,An average visit overall this afternoon doing some bits for dinner. access was straightforward. Aisles were cluttered.
58,49416,Male,Norwich,8.9,0.9,0.36,2,14,6,6,4,0,6,No,Medium,Afternoon,Weekly shop,No,52.8,Card,Very High,
36,34574,Male,Dereham,21.5,1.7,0.05,0,6,1,1,1,0,4,No,Medium,Evening,Top-up,No,49.5,Card,Very Low,"Not acceptable today this morning doing a quick top-up shop. the layout felt confusing, and too many substitutions. Staff seemed uninterested, and the fresh area looked untidy."
33,29457,Female,Fakenham,13.9,2.1,0.48,2,8,1,1,0,1,6,No,Medium,Morning,Top-up,No,47.8,Apple Pay,Medium,
26,75688,Male,Thetford,10.3,2.4,0.47,0,3,10,6,3,3,2,No,Low,Afternoon,Weekly shop,No,70.8,Cash,High,"A good experience overall on my way home doing some bits for dinner. reallysomeone on the floor actually walked me to the right aisle, and everything was where I expected it to be."
20,28591,Male,Fakenham,11.9,3.3,0.66,1,18,4,5,4,1,1,No,Medium,Afternoon,Weekly shop,Yes,45,Card,Very Low,"Honestly, this was a frustrating shop this morning doing a few essentials. the security barriers were annoying, and I couldn’t tell what was actually on deal. The queue barely moved and i had to wait for an approval at self-checkout."
71,74070,Female,Norwich,12.5,,0.03,1,6,11,13,9,5,2,No,High,Afternoon,Bulk shop,No,89.1,Card,Low,"I wasn’t very impressed this time after work doing some bits for dinner. click & collect was delayed, and signage wasn’t clear. I had to change my meal plan because things weren’t there. Hope it’s better next time."
20,39572,Female,Wymondham,13.2,2.7,0.73,0,3,1,2,1,1,3,No,Low,Morning,Top-up,Yes,40.5,Card,Very High,"Really great shop from start to finish this morning doing a bigger shop than usual. But, some items were near expiry, and the team were really helpful."
50,32770,Male,Dereham,,0.8,0.5,1,8,3,9,3,2,5,Yes,Low,Morning,Weekly shop,No,61.2,Card,High,
49,23305,Male,Thetford,17.7,3.3,0.07,0,4,1,2,1,0,3,Yes,Medium,Afternoon,Top-up,No,73.6,Card,Very Low,"Honestly, this was a frustrating shop after work doing some bits for dinner. the layout felt confusing. Offers were confusing and self-checkout kept flagging errors. I’ll be shopping elsewhere next time."
47,17357,Male,Fakenham,9.9,,0.42,0,3,0,3,,0,5,Yes,Low,Afternoon,Top-up,Yes,64.4,Card,Very High,
70,25318,Female,Dereham,17.7,1.1,0.1,0,5,0,1,1,1,2,No,Medium,Afternoon,Top-up,No,37.5,Card,Low,"Left feeling underwhelmed this morning doing just a couple of items. signage wasn’t clear, and loyalty pricing was confusing. On the plus side, it felt safe and well organised and everyone looked stretched. Could be improved."
24,48687,Female,Wymondham,9,3.4,0.55,1,5,5,11,3,2,3,Yes,Low,Afternoon,Weekly shop,No,62.8,Apple Pay,Very High,Excellent experience this afternoon doing a bigger shop than usual. veryit felt safe and well organised. The till staff were efficient and good availability across the aisles.
73,36894,Male,Dereham,15.9,2,0.07,1,9,5,4,4,7,2,Yes,Medium,Afternoon,Weekly shop,No,61,Card,Low,I wasn’t very impressed this time on my way home doing just a couple of items. seriouslypricing on the shelf didn’t match the till. Could be improved.
42,48160,Male,Fakenham,16.2,9.2,0.47,1,12,12,3,6,2,2,No,Medium,Evening,Weekly shop,No,66.8,Card,Low,"Not the best visit after work doing a bigger shop than usual. the gates kept beeping for no reason. To be fair, it felt safe and well organised and the store felt understaffed and the machine rejected my card once and fresh food quality was disappointing. Could be improved."
67,70603,Female,hetford,12.1,,0.17,0,4,1,1,1,0,6,Yes,Medium,Afternoon,Top-up,No,54.7,Cash,High,Generally a positive visit this afternoon doing a bigger shop than usual. surprisinglythe entrance and exits felt well managed. Popular items were available. Good enough that I’ll come back.
44,53556,Female,Fakenham,12.3,,0.23,1,8,1,1,1,1,4,No,Medium,Evening,Top-up,No,48.1,Card,Medium,"Neither great nor terrible on my way home doing a quick top-up shop. a bitoffers were clearly labelled, and the substitutions didn’t make sense. No major complaints, but nothing stood out either."
20,31748,Male,Norwich,7,,0.74,0,2,2,2,1,1,2,Yes,Low,Afternoon,Top-up,No,48,,High,A good experience overall this afternoon doing a few essentials. quiteaccess was straightforward. It felt clean and organised.
53,21417,Male,Norwich,7.2,0.8,0.33,2,4,1,3,1,4,6,Yes,Medium,Afternoon,Top-up,No,48.5,Card,Very High,"Really great shop from start to finish at the weekend doing a full weekly shop. the store was clean. The entrance and exits felt well managed, meat and veg looked excellent, and access was straightforward. Absolutely spot on."
57,34570,Male,Fakenham,9.3,0.4,0.16,1,8,2,3,7,2,4,Yes,Low,Afternoon,Weekly shop,Yes,62.2,Card,High,
38,28169,Female,Wymondham,9.7,,0.5,1,6,4,9,5,1,3,Yes,Medium,Evening,Weekly shop,Yes,61.9,Card,High,Pretty pleased with how it went today doing a quick top-up shop. surprisinglythe fresh areas looked spotless. Queues moved fast. Good enough that I’ll come back.
20,39797,Female,Dereham,9.3,1.9,0.47,0,5,3,10,9,0,0,Yes,High,Morning,Weekly shop,Yes,51.9,Apple Pay,Medium,A fairly standard shopping trip after work doing just a couple of items. overallthe layout felt confusing.
20,51279,Male,Fakenham,15.2,1.9,0.78,0,2,1,2,0,1,3,No,Medium,Morning,Top-up,No,48.5,Card,Medium,"It was fine, nothing special at the weekend doing just a couple of items. pricing was competitive. It did the job."
33,26137,Female,Norwich,8.8,1.1,0.64,3,6,4,9,2,0,7,No,Medium,Evening,Top-up,Yes,46.3,Apple Pay,Very High,"Superb visit — very happy this afternoon doing a quick top-up shop. it felt safe and well organised, and someone on the floor actually walked me to the right aisle. I’d definitely recommend it."
31,21158,Male,Fakenham,8.2,1.4,0.42,2,8,2,26,11,6,2,No,Medium,Morning,Bulke shop,No,60.4,Card,High,Generally a positive visit today doing some bits for dinner. reallygood value for money and everything was where I expected it to be. Good enough that I’ll come back.
20,28694,Female,Thetford,7.3,1.6,0.78,0,5,1,2,1,1,1,Yes,Medium,Morning,Top-up,No,33.3,Cas,Very High,
20,12371,Male,Norwich,10.1,1.7,0.68,1,6,1,4,1,0,0,No,Low,Evening,Top-up,Yes,66.7,Apple Pay,High,"A good experience overall after work doing a quick top-up shop. help was available when I needed it, and pricing was competitive. But, i couldn’t tell what was actually on deal. Would recommend based on today."
75,30393,Female,Dereham,12.1,2.4,0.03,0,8,6,5,3,3,5,Yes,Medium,Evening,Weekly shop,No,78.7,Apple Pay,Low,"I wasn’t very impressed this time after work doing a full weekly shop. quiteOn the plus side, it felt clean and organised. Queues were far too long. Could be improved."
75,,Female,Thetford,9.3,2.3,0.18,2,13,7,7,6,1,1,Yes,Low,Morning,Weekly shop,No,107.6,Cash,High,Pretty pleased with how it went this morning doing a few essentials. quitepayment was quick and easy. Good enough that I’ll come back.
54,60672,Non-binary,Norwich,10.2,1.1,0.34,1,5,12,13,9,8,2,Yes,Medium,Evening,Bulk shop,No,66.5,Google Pay,High,I was happy with my visit after work doing a bigger shop than usual. getting in and out was hassle-free.
35,10649,Male,Thetford,14.6,1.4,0.24,2,6,12,15,6,6,4,Yes,Medium,Evening,Bulk shop,No,68.3,Card,Medium,"Neither great nor terrible after work doing some bits for dinner. a bitself-checkout kept flagging errors, and popular items were missing. No major complaints, but nothing stood out either."
20,11612,Male,Fakenham,7.9,1.3,0.41,0,6,1,0,1,0,1,No,Medium,Afternoon,Top-up,Yes,55.2,Google Pay,Medium,
75,,Male,Fakenham,14.3,2.3,0.03,0,6,3,1,1,1,2,No,High,Morning,Top-up,Yes,67.1,Card,Very Low,Very disappointing experience on my way home doing a quick top-up shop. too many substitutions. I don’t plan to return soon.
44,38963,Male,Dereham,12,1.7,0.46,0,2,1,3,1,0,4,No,High,Afternoon,Top-up,No,76.3,,Medium,An average visit overall this morning doing a few essentials. I had to query a price at the till. I was served quickly. Fine for a quick shop.
61,52301,Female,Wymondham,16.5,1.6,0.04,0,6,6,3,2,4,3,No,Medium,Afternoon,Weekly shop,No,143.5,Card,Very Low,
31,48283,Male,Dereham,16,1.4,0.18,1,25,2,2,4,,2,No,High,Morning,Weekly shop,No,58,Card,Very Low,Not acceptable today on my way home doing just a couple of items. reallyI couldn’t tell what was actually on deal and the security barriers were annoying. Aisles were awkward to navigate.
28,39945,Female,Norwich,9.5,1,0.69,1,4,2,20,12,8,8,Yes,Low,Evening,Bulk sho,No,45.1,Google Pay,Very High,Excellent experience this afternoon doing a full weekly shop. there seemed to be enough staff around. Prices felt reasonable. The promotions were easy to understand. This is why I keep coming back.
39,20924,Male,Dereham,13.6,,0.51,1,3,6,1,1,1,5,Yes,Low,Morning,Top-up,Yes,79.7,Card,Medium,
52,25217,Female,Fakenham,10.6,0.7,0.17,0,4,0,2,,0,3,No,Medium,Evening,Top-up,No,55.2,Card,Medium,"A fairly standard shopping trip today doing just a couple of items. the fresh areas looked spotless, and it felt safe and well organised. The car park felt cramped."
47,71876,Female,Fakenham,13.8,,0.24,1,6,1,10,3,0,1,No,Low,Morning,Top-up,Yes,64.2,Card,High,"Generally a positive visit this morning doing just a couple of items. everything I needed was in stock and But, I had to query a price at the till. The shop felt well looked after. Good enough that I’ll come back."
72,73206,Male,Fakenham,17.2,2.1,0.02,0,6,1,1,0,0,5,No,High,Afternoon,Top-up,No,64.9,Unknown,Very Low,"Honestly, this was a frustrating shop on my way home doing a few essentials. seriouslyit was difficult to find a space. Loyalty pricing was confusing."
20,41422,Female,Wymondham,14.3,2.2,0.53,0,5,2,19,6,4,5,No,Medium,Morning,Bulk shop,Yes,51,Apple Pay,Medium,"It was fine, nothing special after work doing just a couple of items. slightlyaisles were tidy. Room to improve in places."
43,43376,Male,Dereham,13.4,2,0.51,0,4,1,2,0,1,3,No,Medium,Afternoon,Top-up,No,34.5,Card,Medium,"A fairly standard shopping trip this afternoon doing a quick top-up shop. overallit was hard to find things. I had to query a price at the till. No major complaints, but nothing stood out either."
46,102802,Other,Wymondham,8,1.4,0.46,0,9,2,13,5,3,6,No,Low,Afternoon,Weekly shop,No,73.4,Cash,High,Pretty pleased with how it went after work doing just a couple of items. the promotions were easy to understand.
22,31930,Male,Norwich,10.3,1.7,0.68,0,11,2,2,3,3,3,No,High,Evening,Weekly shop,Yes,60.2,Google Pay,Medium,"A fairly standard shopping trip after work doing some bits for dinner. somewhatit was difficult to find a space, and offers weren’t clearly marked. Fine for a quick shop."
46,33371,Male,Dereham,19,2.3,0.1,2,5,4,8,9,1,6,No,High,Morning,Weekly shop,Yes,72.6,Card,Very Low,Very disappointing experience after work doing some bits for dinner. quiteloyalty pricing was confusing and popular items were missing. Left feeling quite annoyed.
70,,Female,Norwich,8.3,1.9,0.09,2,6,2,4,1,0,9,Yes,Medium,Evening,Top-up,No,58.6,Apple Pay,Medium,A fairly standard shopping trip on my way home doing a full weekly shop. I couldn’t find the discounts advertised. It did the job.
20,22433,Female,Dereham,8.1,0.8,0.65,0,5,7,5,4,0,1,Yes,Medium,Afternoon,Weekly shop,Yes,68.4,Google Pay,Medium,"It was fine, nothing special this afternoon doing a quick top-up shop. at timesBut, the till staff were efficient and collection was quick and well organised. Room to improve in places."
43,16806,Male,Dereham,8.7,1.4,0.55,0,3,2,2,1,0,4,No,Medium,Morning,Top-up,Yes,33,Cash,Very High,"Really great shop from start to finish on my way home doing a full weekly shop. good availability across the aisles, and access was straightforward. Keep it up — brilliant service."
26,31152,Female,Norwich,11.3,0.8,0.81,0,6,4,17,2,1,5,Yes,Low,Afternoon,Weekly shop,Yes,44.3,,High,"Generally a positive visit at the weekend doing a full weekly shop. popular items were available and That said, the fruit and veg selection looked tired. The store was clean and queues moved fast. Would recommend based on today."
32,45964,Male,Dereham,,,0.62,2,5,11,23,7,9,2,No,Medium,Evening,Bulk shop,Yes,39.6,Apple Pay,High,A good experience overall at the weekend doing a few essentials. there seemed to be enough staff around. The shop felt well looked after. I’d happily shop here again.
48,13166,Female,Norwich,11.1,1.2,0.08,0,4,3,1,1,1,3,Yes,Medium,Afternoon,Top-up,No,45.2,Card,Medium,"Neither great nor terrible this afternoon doing a few essentials. overallgood value for money, and good availability across the aisles."
39,50027,Female,Thetford,4.5,1.3,0.27,1,8,5,11,5,2,3,Yes,Low,Evening,Weekly shop,Yes,94.6,Card,High,"Generally a positive visit at the weekend doing a few essentials. pleasantlycustomer service was excellent, and good value for money. That said, it took ages to pay. Would recommend based on today."
45,62739,Non-binary,Norwich,11,,0.29,0,8,3,0,1,0,3,Yes,High,Afternoon,Top-up,No,60.5,Card,Low,"Left feeling underwhelmed today doing some bits for dinner. a couple of things I picked up were bruised, and several shelves were empty. Aisles were cluttered. I expected more."
61,17725,Female,Dereham,10.5,1,0.13,0,3,2,3,1,0,4,No,Medium,Morning,Top-up,No,53.3,Card,High,
75,146504,Female,Thetford,7.2,2.4,0.01,0,19,4,5,2,1,5,No,Medium,Evening,Weekly shop,No,51,Card,Low,
55,32586,Male,Norwich,15.3,2.4,0.1,0,7,0,3,1,1,2,Yes,High,Morning,Top-up,No,68.1,Cash,Low,
28,20918,Female,Norwich,10.3,,0.53,0,7,1,2,1,0,2,Yes,Medium,Afternoon,Top-up,No,45.2,Apple Pay,Very High,"Superb visit — very happy this afternoon doing a quick top-up shop. the loyalty discounts worked smoothly, and staff opened another till quickly. This is why I keep coming back."
51,68266,Prefer not to say,Fakenham,34.2,3.2,0.03,1,12,3,2,1,0,3,Yes,High,Morning,Top-up,No,104.3,Apple Pay,Very Low,
60,19366,Male,Thetford,13.1,1,0.33,0,5,1,1,2,1,4,Yes,Low,Evening,Top-up,No,71.2,Card,Very High,
20,41968,Male,Fakenham,9.6,1.8,0.7,0,12,4,5,1,4,2,No,Low,Evening,Weekly shop,No,69.3,Google Pay,Very High,"Superb visit — very happy today doing just a couple of items. the layout was easy to navigate, and getting in and out was hassle-free. Bakery items were great, the loyalty discounts worked smoothly, and although, there were spillages that hadn’t been dealt with. I’d definitely recommend it."
75,51028,Male,Dereham,8.2,2.6,0.06,0,2,5,5,1,0,5,No,Low,Afternoon,Top-up,No,56.8,Card,High,Generally a positive visit after work doing a full weekly shop. access was straightforward. Good enough that I’ll come back.
50,42139,,Wymondham,19.8,1,0.04,1,14,10,6,4,0,1,No,Low,Afternoon,Weekly shop,Yes,130.4,Cash,Very Low,Really unhappy with this visit this morning doing just a couple of items. only a couple of tills were open and not great value for money. I’ll be shopping elsewhere next time.
65,33100,Male,Thetford,9.3,1.9,0.23,1,7,2,14,1,4,2,No,Low,Afternoon,Weekly shop,No,53.6,Card,High,Generally a positive visit this morning doing a quick top-up shop. signage made things easy to find.
56,46607,Male,Fakenham,15.7,1.5,0,1,10,13,6,10,9,2,No,High,Morning,Bulk shop,No,51.2,Card,Very Low,Really unhappy with this visit at the weekend doing a few essentials. the car park felt cramped. It was hard to get help. It needs serious improvement.
20,15279,Female,Fakenham,12.6,,0.57,0,2,0,8,2,0,4,No,Medium,Afternoon,Top-up,Yes,49.2,Google Pay,High,"A good experience overall after work doing a full weekly shop. That said, too many items were out of stock. Fresh items were well replenished and parking was easy. Would recommend based on today."
75,63547,Female,Norwich,11.5,,0.02,0,7,1,2,1,1,3,Yes,Medium,Morning,Top-up,No,63.1,Cash,Very Low,"Honestly, this was a frustrating shop this afternoon doing just a couple of items. the fruit and veg selection looked tired, and I couldn’t find anyone on the shop floor. I couldn’t find the discounts advertised. I don’t plan to return soon."
75,99119,Male,Norwich,10.8,8.5,0.09,0,13,1,1,1,0,4,No,High,Afternoon,Top-up,No,53.4,Card,Low,
22,21759,Prefer not to say,Norwich,15.6,2.1,0.41,0,7,1,1,0,2,3,No,High,Morning,Top-up,Yes,61.4,Card,Very Low,"Really unhappy with this visit after work doing a quick top-up shop. it was hard to find things, and the security barriers were annoying. Several shelves were empty. I’ll be shopping elsewhere next time."
